date,stocks,source,wayback
2018-10-04,501,http://www.niftyindices.com:80/IndexConstituent/ind_nifty500list.csv,https://web.archive.org/web/20181004105632/http://www.niftyindices.com:80/IndexConstituent/ind_nifty500list.csv
2019-02-01,501,http://niftyindices.com/IndexConstituent/ind_nifty500list.csv,https://web.archive.org/web/20190201175107/http://niftyindices.com/IndexConstituent/ind_nifty500list.csv
2022-05-04,501,https://archives.nseindia.com/content/indices/ind_nifty500list.csv,https://web.archive.org/web/20220504103923/https://archives.nseindia.com/content/indices/ind_nifty500list.csv
2022-10-09,501,https://archives.nseindia.com/content/indices/ind_nifty500list.csv,https://web.archive.org/web/20221009160959/https://archives.nseindia.com/content/indices/ind_nifty500list.csv
2024-02-07,501,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,https://web.archive.org/web/20240207233933/https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv
2025-06-16,503,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,https://web.archive.org/web/20250616113621/https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv
2025-08-15,501,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,https://web.archive.org/web/20250815235304/https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv
2026-01-07,501,https://niftyindices.com/IndexConstituent/ind_nifty500list.csv,https://web.archive.org/web/20260107050129/https://niftyindices.com/IndexConstituent/ind_nifty500list.csv
2026-05-02,504,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,https://web.archive.org/web/20260502114023/https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv
